activiteitnaam,bewindspersoon,datum,locatie,subtitel,type,url
Regionale sessie over stagediscriminatie,Robbert Dijkgraaf,2022-09-15,Den Haag,"Minister Dijkgraaf neemt digitaal deel aan een regionale sessie over stagediscriminatie met studenten, scholen en leerbedrijven.",Gesprek,/actueel/agenda/2022/09/15/regionale-sessie-over-stagediscriminatie
Opening Centre of Expertise Arts&Education,Robbert Dijkgraaf,2022-09-15,Amsterdam,Minister Dijkgraaf opent het Centre of Expertise Arts&Education.,Evenement,/actueel/agenda/2022/09/15/opening-centre-of-expertise-artseducation
Periodiek overleg Regeringscommissaris seksueel grensoverschrijdend gedrag en seksueel geweld,Robbert Dijkgraaf,2022-09-15,Den Haag,Minister Dijkgraaf spreekt met de Regeringscommissaris seksueel grensoverschrijdend gedrag en seksueel geweld over haar eerste ...,Gesprek,/actueel/agenda/2022/09/15/periodiek-overleg-regeringscommissaris-seksueel-grensoverschrijdend-gedrag-en-seksueel-geweld
Aanbieding eerste exemplaar 'Alledaagse Moleculen,Robbert Dijkgraaf,2022-09-15,Amsterdam,Minister Dijkgraaf krijgt het eerste exemplaar aangeboden van het boek “Alledaagse Moleculen” in NEMO Science Museum.  ,Evenement,/actueel/agenda/2022/09/15/aanbieding-eerste-exemplaar
Werkbezoek Nederlandse Industrie Defensie en Veiligheid,Christophe van der Maat,2022-09-15,Gouda,Staatssecretaris Van der Maat brengt een werkbezoek aan de Nederlandse Industrie Defensie en Veiligheid (NIDV) in het kader van ...,Werkbezoek,/actueel/agenda/2022/09/15/werkbezoek-nederlandse-industrie-defensie-en-veiligheid
Commissiedebat Personeel,Christophe van der Maat,2022-09-15,Den Haag,,Kamervergadering,/actueel/agenda/2022/09/15/commissiedebat-personeel
Commissiedebat Internationaal Spoorvervoer,Vivianne Heijnen,2022-09-15,Den Haag,,Kamervergadering,/actueel/agenda/2022/09/15/commissiedebat-internationaal-spoorvervoer
Afsluitende landelijke bestuurlijke bijeenkomst MOV,Vivianne Heijnen,2022-09-15,Den Haag,,Gesprek,/actueel/agenda/2022/09/15/afsluitende-landelijke-bestuurlijke-bijeenkomst-mov
Gesprek met mevrouw Valean (Transportcommissaris Europese Commissie) inzake HRN-concessie,Vivianne Heijnen,2022-09-15,Den Haag,,Gesprek,/actueel/agenda/2022/09/15/gesprek-inzake-hrn-concessie
Bestuurlijk overleg European Rail Traffic Management System,Vivianne Heijnen,2022-09-15,Den Haag,,Bestuurlijk overleg,/actueel/agenda/2022/09/15/bo-european-rail-traffic-management-system
Dertigledendebat over etnisch profileren van IND,Alexandra van Huffelen,2022-09-15,Den Haag,Staatssecretarissen Van Huffelen en Van der Burg zijn aanwezig bij het Dertigledendebat over het bericht dat de IND zich schuldig ...,Kamervergadering,/actueel/agenda/2022/09/15/dertigledendebat-over-etnisch-profileren-van-ind
Werkbezoek Tour de VNG,Alexandra van Huffelen,2022-09-15,Alkmaar,"Staatssecretaris Van Huffelen brengt een werkbezoek over digitale innovaties door gemeenten, zoals de digital twin.",Werkbezoek,/actueel/agenda/2022/09/15/werkbezoek-tour-de-vng
Bezoek aan gemeente Midden-Groningen,Hans Vijlbrief,2022-09-15,Overschild,,Werkbezoek,/actueel/agenda/2022/09/15/bezoek-aan-gemeente-midden-groningen
Diverse gesprekken minister-president Rutte,Mark Rutte,2022-09-15,Den Haag,Minister-president Rutte: praat periodiek informeel bij met de heer Jan Peter Balkenende praat informeel bij met de heer Dick ...,Gesprek,/actueel/agenda/2022/09/15/diverse-gesprekken-minister-president-rutte
Oudergesprekken,Aukje de Vries,2022-09-15,Amsterdam,,Gesprek,/actueel/agenda/2022/09/15/oudergesprekken
"Bewindspersonenoverleg minister-president, viceministers-presidenten, minister Kuipers, minister Helder",Carola Schouten,2022-09-15,Den Haag,,Gesprek,/actueel/agenda/2022/09/15/bwo-met-mp-vice-mps-mvws-en-mlzs
Gesprekken minister Yeşilgöz-Zegerius,Dilan Yeşilgöz-Zegerius,2022-09-15,Den Haag,Minister Yeşilgöz-Zegerius gaat in gesprek met: overlevenden van de Holocaust Leden van de Cyber Security Council (CSR) ...,Gesprek,/actueel/agenda/2022/09/15/gesprekken-minister-yesilgoz-zegerius
Commissiedebat Vliegveiligheid,Mark Harbers,2022-09-15,Den Haag,,Kamervergadering,/actueel/agenda/2022/09/15/commissiedebat-vliegveiligheid
Kiesgroepbijeenkomst Wereldbank,Liesje Schreinemacher,2022-09-15,Sarajevo (Bosnië-Herzegovina),,Internationale bijeenkomst,/actueel/agenda/2022/09/15/kiesgroepbijeenkomst-wereldbank
Gesprek met voorzitter Bouwend Nederland,Hugo de Jonge,2022-09-15,Den Haag,"Minister De Jonge heeft een bijpraatgesprek met Maxime Verhagen, voorzitter Bouwend Nederland.",Gesprek,/actueel/agenda/2022/09/15/gesprek-met-voorzitter-bouwend-nederland
Gesprek met uitvoerend directeur Internationale Energieagentschap,Rob Jetten,2022-09-15,Den Haag,"Minister Jetten (Klimaat en Energie) heeft, ter voorbereiding op de Energieraad, een gesprek met de uitvoerend directeur van het ...",Gesprek,/actueel/agenda/2022/09/15/gesprek-met-uitvoerend-directeur-internationale-energieagentschap
Slotbijeenkomst Respect voor Groningen: Macht en Tegenmacht in het bevingsgebied,Hans Vijlbrief,2022-09-15,Groningen,,Evenement,/actueel/agenda/2022/09/15/slotbijeenkomst-respect-voor-groningen-macht-en-tegenmacht-in-het-bevingsgebied
In gesprek met basisschoolkinderen over gevolgen aardbevingen,Hans Vijlbrief,2022-09-15,Ten Post,,Werkbezoek,/actueel/agenda/2022/09/15/in-gesprek-met-basisschoolkinderen
"Ontvangst Juan Alfonso Boekhoudt, gouverneur van Aruba",Mark Rutte,2022-09-15,Den Haag,,Ontvangst,/actueel/agenda/2022/09/15/ontvangst-juan-alfonso-boekhoudt-gouverneur-van-aruba
Gesprekken minister Dijkgraaf,Robbert Dijkgraaf,2022-09-15,Den Haag,Minister Dijkgraaf spreekt met: de voorzitters van VNO-NCW en MBK-Nederland over werkagenda mbo de MBO Raad over de werkagenda mbo,Gesprek,/actueel/agenda/2022/09/15/gesprekken-minister-dijkgraaf
Gesprek met Sybilla Dekker,Hanke Bruins Slot,2022-09-15,Den Haag,Minister Bruins Slot heeft een bijpraat gesprek met Staatsraad Sybilla Dekker.,Gesprek,/actueel/agenda/2022/09/15/gesprek-met-sybilla-dekker
Bestuurlijk overleg Stikstof,Christianne van der Wal-Zeggelink,2022-09-15,Den Haag,,Bestuurlijk overleg,/actueel/agenda/2022/09/15/bestuurlijk-overleg-stikstof
Jaarlijkse bijeenkomst Nederlandse kiesgroep IMF en Wereldbank,Sigrid Kaag,2022-09-15,Sarajevo (Bosnië-Herzegovina),Minister Kaag vertegenwoordigt Nederland bij de jaarlijkse bijeenkomst van het Internationaal Monetair Fonds (IMF) en de ...,Internationale bijeenkomst,/actueel/agenda/2022/09/15/jaarlijkse-bijeenkomst-nederlandse-kiesgroep-imf-en-wereldbank
Gesprek met Nationale Ombudsman Reinier van Zutphen,Christianne van der Wal-Zeggelink,2022-09-15,Den Haag,,Gesprek,/actueel/agenda/2022/09/15/gesprek-met-nationale-ombudsman
Kennismakingsgesprek met gedeputeerde van Provincie Groningen,Micky Adriaansens,2022-09-15,Den Haag,,Gesprek,/actueel/agenda/2022/09/15/kennismakingsgesprek-met-gedeputeerde-van-provincie-groningen
Verdiepingssessie Anticiperen op nieuwe technologie,Alexandra van Huffelen,2022-09-15,Den Haag,Staatssecretaris van Huffelen heeft een verdiepingssessie Anticiperen op nieuwe technologie.,Gesprek,/actueel/agenda/2022/09/15/verdiepingssessie-anticiperen-op-nieuwe-technologie
Debat jeugdbescherming,Franc Weerwind,2022-09-15,Den Haag,Minister Weerwind en staatssecretaris van Ooijen gaan in debat met de Tweede Kamer over de jeugdbescherming.,Kamervergadering,/actueel/agenda/2022/09/15/debat-jeugdbescherming
Commissiedebat gegevensuitwisseling in de zorg,"Ernst Kuipers, Conny Helder",2022-09-15,Den Haag,,Kamervergadering,/actueel/agenda/2022/09/15/commissiedebat-gegevensuitwisseling-in-de-zorg
Kennismakingsgesprek met wethouder voor Versterking en Herstel van gemeente Groningen,Hans Vijlbrief,2022-09-15,Groningen,,Gesprek,/actueel/agenda/2022/09/15/kennismakingsgesprek-met-wethouder-voor-versterking-en-herstel-van-gemeente-groningen
Overleg met Boegbeelden van de Topsectoren,Micky Adriaansens,2022-09-15,Den Haag,,Gesprek,/actueel/agenda/2022/09/15/overleg-met-boegbeelden-van-de-topsectoren
Commissiedebat Klimaatakkoord gebouwde omgeving,Hugo de Jonge,2022-09-15,Den Haag,,Kamervergadering,/actueel/agenda/2022/09/15/commissiedebat-klimaatakkoord-gebouwde-omgeving
Overleg met directeuren van Regionale Ontwikkelings-Maatschappijen,Rob Jetten,2022-09-15,Den Haag,Minister Jetten (Klimaat en Energie) overlegt met directeuren van Regionale Ontwikkelings-Maatschappijen (ROM) over de ...,Gesprek,/actueel/agenda/2022/09/15/overleg-met-directeuren-van-regionale-ontwikkelings-maatschappijen
Prinsjesfestival,Hanke Bruins Slot,2022-09-15,Den Haag,Minister Bruins Slot is aanwezig bij de opening van het Prinsjesfestival.,Evenement,/actueel/agenda/2022/09/15/prinsjesfestival
Opening jaarlijkse State of the Art conferentie,Eric van der Burg,2022-09-15,Den Haag,Staatssecretaris Van der Burg houdt een toespraak tijden de opening van de jaarlijkse State of the Art conferentie.,Evenement,/actueel/agenda/2022/09/15/opening-jaarlijkse-state-of-the-art-conferentie
Kennismakingsgesprek met ceo en cso van IKEA Nederland bv,Micky Adriaansens,2022-09-15,Den Haag,,Gesprek,/actueel/agenda/2022/09/15/kennismakingsgesprek-met-ceo-en-cso-van-ikea-nederland-bv
Gesprek met Voorgangscommissie Sint Maarten,Alexandra van Huffelen,2022-09-15,Den Haag,Staatssecretaris Van Huffelen heeft een gesprek met de Voortgangscommissie Sint Maarten over lopende zaken.,Gesprek,/actueel/agenda/2022/09/15/gesprek-met-voorgangscommissie-sint-maarten
Kennismakingsgesprek met voorzitter Autoriteit Persoonsgegevens,Micky Adriaansens,2022-09-15,Den Haag,,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2022/09/15/kennismakingsgesprek-met-voorzitter-van-autoriteit-persoonsgegevens
Debat IND,Eric van der Burg,2022-09-15,Den Haag,Staatssecretaris Van der Burg en staatssecretaris Van Huffelen gaan in debat met de Tweede Kamer over het bericht dat de IND zich ...,Kamervergadering,/actueel/agenda/2022/09/15/debat-ind
Expertsessie Werkagenda Digitalisering,Alexandra van Huffelen,2022-09-15,Den Haag,"Staatssecretaris Van Huffelen heeft expertsessie Werkagenda Digitalisering met: Open state Foundation, Bits of Freedom, ...",Gesprek,/actueel/agenda/2022/09/15/expertsessie-werkagenda-digitalisering
Kamerdebat Gasmarkt en Leveringszekerheid,Rob Jetten,2022-09-15,Den Haag,"Minister Jetten (Klimaat en Energie) neemt, ter voorbereiding op de Energieraad, in de Tweede Kamer deel aan het debat over de ...",Kamervergadering,/actueel/agenda/2022/09/15/kamerdebat-gasmarkt-en-leveringszekerheid
Debat WTP deel 2,Carola Schouten,2022-09-15,Tweede Kamer,Minister Schouten neemt deel aan het debat over de Wet Toekomst Pensioenen deel 2.,Kamervergadering,/actueel/agenda/2022/09/15/debat-wtp-deel-2
Gesprek met voorzitter Nederlands Genootschap van Burgemeesters,Hanke Bruins Slot,2022-09-15,Den Haag,"Minister Bruins Slot heeft een bijpraatmoment met Liesbeth Spies, voorzitter Nederlands Genootschap van Burgemeesters (NGB).",Gesprek,/actueel/agenda/2022/09/15/gesprek-met-voorzitter-nederlands-genootschap-van-burgemeesters
Bijeenkomst ambassadeurs Azië-regio,Wopke Hoekstra,2022-09-15,Den Haag,Minister Hoekstra is aanwezig bij de bijeenkomst van ambassadeurs van de Azië-regio.,Evenement,/actueel/agenda/2022/09/15/bijeenkomst-ambassadeurs-azie-regio
Kennismakingsgesprek met directeur van Twynstra Gudde,Micky Adriaansens,2022-09-15,Den Haag,,Gesprek,/actueel/agenda/2022/09/15/kennismakingsgesprek-met-directeur-van-twynstra-gudde
Bewindspersonenoverleg energieprijzen,Sigrid Kaag,2022-09-16,Den Haag,,Gesprek,/actueel/agenda/2022/09/16/bewindspersonenoverleg-energieprijzen
Onderraden en ministeriële overleggen,"Sigrid Kaag, Carola Schouten, Kajsa Ollongren, Hugo de Jonge, Marnix van Rij",2022-09-16,Den Haag,,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2022/09/16/onderraden-en-ministeriele-overleggen
Werkbezoek provincie Limburg,Christophe van der Maat,2022-09-16,Limburg,Staatssecretaris Van der Maat brengt een werkbezoek aan de provincie Limburg. Hij maakt kennis met de provincie.,Werkbezoek,/actueel/agenda/2022/09/16/werkbezoek-provincie-limburg
Kennismakingsbezoek gemeente Beekdaelen,Christophe van der Maat,2022-09-16,Schinnen,Staatssecretaris Van der Maat brengt een kennismakingsbezoek aan de gemeente Beekdaelen in het kader van de AWACS en hij heeft ...,Gesprek,/actueel/agenda/2022/09/16/kennismakingsbezoek-gemeente-beekdaelen
Prinsjesdagontbijt,"Franc Weerwind, Maarten van Ooijen",2022-09-16,Den Haag,,Evenement,/actueel/agenda/2022/09/16/prinsjesdagontbijt
Lancering Preloved Fashion Fair 2022,Vivianne Heijnen,2022-09-16,Leiden,,Evenement,/actueel/agenda/2022/09/16/lancering-preloved-fashion-fair-2022
Gesprek over onderzoeken Amsterdam Bay Area,Hugo de Jonge,2022-09-16,Den Haag,Ministers De Jonge en Harbers spreken over onderzoeken Amsterdam Bay Area,Gesprek,/actueel/agenda/2022/09/16/gesprek-over-onderzoeken-amsterdam-bay-area
Gesprek over Kamerbrief Water en Bodem,Hugo de Jonge,2022-09-16,Den Haag,Ministers De Jonge en Harbers spreken over Kamerbrief Water en Bodem.,Gesprek,/actueel/agenda/2022/09/16/gesprek-over-kamerbrief-water-en-bodem
Werkbezoek aan de Rijksuniversiteit Groningen,Hans Vijlbrief,2022-09-16,Groningen,,Werkbezoek,/actueel/agenda/2022/09/16/werkbezoek-aan-rijksuniversiteit-groningen
Landelijke Regietafel Migratie,"Hanke Bruins Slot, Hugo de Jonge",2022-09-16,Via communicatietechnologie,Minister Bruins Slot neemt deel aan de Landelijke Regietafel Migratie.,Gesprek,/actueel/agenda/2022/09/16/landelijke-regietafel-migratie
Ministerraad,"Mark Rutte, Wopke Hoekstra, Carola Schouten, Dilan Yeşilgöz-Zegerius, Hanke Bruins Slot, Robbert Dijkgraaf, Kajsa Ollongren, Mark Harbers, Micky Adriaansens, Karien van Gennip, Ernst Kuipers, Liesje Schreinemacher, Franc Weerwind, Hugo de Jonge, Rob Jetten, Christianne van der Wal-Zeggelink, Conny Helder, Eric van der Burg, Alexandra van Huffelen, Marnix van Rij, Vivianne Heijnen",2022-09-16,Den Haag,Minister-president Rutte heeft na de ministerraad een persconferentie gegeven. Met onder meer een vooruitblik op Prinsjesdag ...,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2022/09/16/ministerraad
Bijeenkomst met vertegenwoordigers van de coronasectorplannen,Micky Adriaansens,2022-09-16,Den Haag,,Gesprek,/actueel/agenda/2022/09/16/bijeenkomst-met-vertegenwoordigers-van-de-coronasectorplannen
Utrechttafel,"Mark Harbers, Hugo de Jonge",2022-09-16,Den Haag,Ministers De Jonge en Harbers en de burgemeester van Utrecht en de gedeputeerde van Utrecht nemen deel aan de Utrechttafel.,Bestuurlijk overleg,/actueel/agenda/2022/09/16/utrechttafel
Werkbezoek koopkrachtdaling,"Mark Rutte, Carola Schouten, Karien van Gennip",2022-09-16,Den Haag,"Minister-president Rutte gaat samen met minister Van Gennip (SZW) in gesprek met mensen die werken, maar toch niet rond kunnen ...",Werkbezoek,/actueel/agenda/2022/09/16/werkbezoek-koopkrachtdaling
Politieke Vierhoek over tegemoetkoming energieprijzen,Rob Jetten,2022-09-16,Den Haag,Ter voorbereiding op de Energieraad.,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2022/09/16/politieke-vierhoek-over-tegemoetkoming-energieprijzen
Bijeenkomst Samen Nederland open Houden,Karien van Gennip,2022-09-16,Den Haag,"Met ministers van Volksgezondheid, Welzijn en Sport en Economische Zaken en Klimaat.",Evenement,/actueel/agenda/2022/09/16/bijeenkomst-samen-nederland-open-houden
Gesprekken met getroffen bewoners aardbevingsschade,Hans Vijlbrief,2022-09-16,Loppersum,,Gesprek,/actueel/agenda/2022/09/16/gesprekken-met-getroffen-bewoners-aardbevingsschade
Herdenking en kranslegging Slag om Arnhem,Dilan Yeşilgöz-Zegerius,2022-09-16,Arnhem,Minister Yeşilgöz-Zegerius houdt een toespraak tijdens de herdenking van de slag om Arnhem.,Evenement,/actueel/agenda/2022/09/16/herdenking-en-kranslegging-slag-om-arnhem
Gesprek met Nationale Ombudsman,Christianne van der Wal-Zeggelink,2022-09-16,Nijkerk,,Gesprek,/actueel/agenda/2022/09/16/werkbezoek-dag-van-gelderland
Vervolgoverleg over vervolgaanpak energiearmoede,"Carola Schouten, Karien van Gennip, Rob Jetten",2022-09-16,via communicatietechnologie,"Met energieleveranciers, minister van Economische Zaken en Klimaat en staatssecretaris Financiën ter voorbereiding op de ...",Gesprek,/actueel/agenda/2022/09/16/vervolgoverleg-over-vervolgaanpak-energiearmoede
Gesprek over NHG,Hugo de Jonge,2022-09-16,Den Haag,Ministers De Jonge en Kaag spreken over de NHG.,Gesprek,/actueel/agenda/2022/09/16/gesprek-over-nhg
Havendiner Eemshaven,Aukje de Vries,2022-09-16,Delfzijl,,Evenement,/actueel/agenda/2022/09/16/havendiner-eemshaven
Werkbezoek programma Gezonde school,Maarten van Ooijen,2022-09-19,Veenendaal,Staatssecretaris Van Ooijen bezoekt een middelbare school vanwege het programma Gezonde School.,Werkbezoek,/actueel/agenda/2022/09/19/werkbezoek-programma-gezonde-school
Gesprek met de Commissaris van de Koning van de Provincie Groningen,Hans Vijlbrief,2022-09-19,Via communicatietechnologie,Gesprek over de waardevermeerderingsregeling.,Gesprek,/actueel/agenda/2022/09/19/gesprek-met-de-commissaris-van-de-koning-van-de-provincie-groningen
Collegeconferentie G4,"Karien van Gennip, Hugo de Jonge",2022-09-19,Amsterdam,Minister De Jonge (Volkshuisvesting en Ruimtelijke Ordening) en minister Van Gennip (SZW) zijn aanwezig tijdens de ...,Evenement,/actueel/agenda/2022/09/19/collegeconferentie-g4
Start PHS Amsterdam Centraal,Vivianne Heijnen,2022-09-19,Amsterdam,Staatssecretaris Heijnen geeft een speech bij de start van het Programma Hoogfrequent Spoorvervoer.,Evenement,/actueel/agenda/2022/09/19/start-phs-amsterdam-centraal
Opening pop-up winkel bij station Ede-Wageningen,Maarten van Ooijen,2022-09-19,Ede,Staatssecretaris Van Ooijen bezoekt de opening van een pop-up winkel op het station die zich richt op het verkopen van gezonde ...,Werkbezoek,/actueel/agenda/2022/09/19/opening-pop-up-winkel-bij-station-ede-wageningen
Expertsessie Gas,"Rob Jetten, Hans Vijlbrief",2022-09-19,Den Haag,Minister Jetten (Klimaat en Energie) en staatssecretaris Vijlbrief (Mijnbouw) hebben een gesprek met de Nederlandse Organisatie ...,Bestuurlijk overleg,/actueel/agenda/2022/09/19/expertsessie-gas
Gesprek met gevolmachtigd minister Aruba,Alexandra van Huffelen,2022-09-19,Den Haag,Staatssecretaris Van Huffelen (Koninkrijksrelaties en Digitalisering) heeft een gesprek met gevolmachtigd minister Thijsen van ...,Gesprek,/actueel/agenda/2022/09/19/gesprek-met-gevolmachtigd-minister-aruba
Gesprekken over de aanpak van de stikstofproblematiek,"Carola Schouten, Micky Adriaansens, Christianne van der Wal-Zeggelink",2022-09-19,Den Haag,Minister Van der Wal-Zeggelink heeft gesprekken over de aanpak van de stikstofproblematiek met de bemiddelaar ...,Gesprek,/actueel/agenda/2022/09/19/gesprek-stikstofproblematiek
Werkbezoek 'water en bodem sturen',Mark Harbers,2022-09-19,Zwolle,Minister Harbers bezoekt in het kader van 'water en bodem sturen' de stad Zwolle.,Werkbezoek,/actueel/agenda/2022/09/19/werkbezoek-water-en-bodem-sturen
Water Technology Week,Mark Harbers,2022-09-19,Leeuwarden,Minister Harbers spreekt tijdens de European Water Technology Week.,Evenement,/actueel/agenda/2022/09/19/water-technology-week
Werkbezoek Schadefonds geweldsmisdrijven,Franc Weerwind,2022-09-19,Den Haag,Minister Weerwind brengt een bezoek aan het Schadefonds geweldsmisdrijven.,Werkbezoek,/actueel/agenda/2022/09/19/werkbezoek-schadefonds-geweldsmisdrijven
